kegg_id,drug_name,drug_name_jp,drug_name_0_jp
D00951,Medroxyprogesterone acetate (JP18/USP); Depo-provera (TN); Depo-subq provera 104 (TN); Provera (TN),ヒスロン,メドロキシプロゲステロン酢酸エステル
D00952,Megestrol acetate (USP); Megace (TN),,酢酸メゲストロール
D00953,Norethindrone acetate (USP); Norethisterone acetate (JAN); Aygestin (TN),,酢酸ノルエチステロン
D00954,Norgestrel (JP18/USP/INN); Ovrette (TN),,ノルゲストレル
D00955,Nandrolone decanoate (JAN/USP); Deca-durabolin (TN),,ナンドロロンデカン酸エステル
D00956,Nandrolone phenpropionate (USP); Nandrolone phenylpropionate (JAN); Durabolin (TN),,フェニルプロピオン酸ナンドロロン
D00957,Testosterone cypionate (USP); Depo-testosterone (TN),,シピオン酸テストステロン
D00958,Testosterone enanthate (JP18/USP); Delatestryl (TN),エナルモンデポー,テストステロンエナント酸エステル
D00959,Testosterone propionate (JP18/USP); Testex (TN),,テストステロンプロピオン酸エステル
D00960,Anastrozole (JP18/USP/INN); Arimidex (TN),アナストロゾール,アナストロゾール
D00961,Bicalutamide (JP18/USP/INN); Casodex (TN),カソデックス,ビカルタミド
D00962,Clomiphene citrate (USP); Clomifene citrate (JP18); Clomid (TN); Serophene (TN),クロミッド,クロミフェンクエン酸塩
D00963,Exemestane (JAN/USP/INN); Aromasin (TN),アロマシン,エキセメスタン
D00964,Letrozole (JAN/USP/INN); Femara (TN),フェマーラ,レトロゾール
D00965,Nilutamide (USAN/INN); Nilandron (TN),,ニルタミド
D00966,Tamoxifen citrate (JP18/USP); Nolvadex (TN); Soltamox (TN),タモキシフェン,タモキシフェンクエン酸塩
D00967,Toremifene citrate (JAN/USAN); Fareston (TN),トレミフェン,トレミフェンクエン酸塩
D00968,Fenoprofen calcium (JAN/USP); Nalfon (TN),,フェノプロフェンカルシウム
D00969,Meloxicam (JAN/USP/INN); Mobic (TN),モービック,メロキシカム
D00970,Naproxen sodium (USP); Anaprox (TN),,ナプロキセンナトリウム
D00971,Sodium thiosalicylate; Thiosalicylic acid sodium salt; Rexolate (TN),,チオサリチル酸ナトリウム
D00972,Betamethasone sodium phosphate (JP18/USP); Celestone (TN),リンデロン,ベタメタゾンリン酸エステルナトリウム
D00973,Cortisone acetate (JP18/USP); Cortone acetate (TN),コートン,コルチゾン酢酸エステル
D00974,Deximafen (USAN/INN),,デキシマフェン
D00975,Dexamethasone sodium phosphate (JAN/USP); Dalalone (TN); Maxidex (TN),オルガドロン,デキサメタゾンリン酸エステルナトリウム
D00976,Hydrocortisone cypionate,,ヒドロコルチゾンシピオナート
D00977,Hydrocortisone sodium phosphate (JP18/USP); Hydrocortone phosphate (TN),ハイドロコートン,ヒドロコルチゾンリン酸エステルナトリウム
D00978,Hydrocortisone sodium succinate (JP18/USP); A-hydrocort (TN); Solu-cortef (TN),ソル・コーテフ,ヒドロコルチゾンコハク酸エステルナトリウム
D00979,Methylprednisolone acetate (JAN/USP); Depo-medrol (TN),デポ・メドロール,メチルプレドニゾロン酢酸エステル
D00980,Prednisolone acetate (JP18/USP/INN); Econopred (TN); Pred forte (TN),プレドニン,プレドニゾロン酢酸エステル
D00981,Prednisolone sodium phosphate (JP18/USP); Pediapred (TN),,プレドニゾロンリン酸エステルナトリウム
D00982,Prednisolone tebutate (JAN/USP); Hydeltra-TBA (TN),,テブト酸プレドニゾロン
D00983,Triamcinolone acetonide (JP18/USP); Azmacort (TN); Kenalog (TN); Nasacort (TN),アフタッチ,トリアムシノロンアセトニド
D00984,Triamcinolone diacetate (JAN/USP); Aristocort (TN),,酢酸トリアムシノロン
D00985,Triamcinolone hexacetonide (USP/INN); Aristospan (TN),,トリアムシノロンヘキサアセトニド
D00986,Fludrocortisone acetate (JP18/USP); Florinef acetate (TN),フロリネフ,フルドロコルチゾン酢酸エステル
D00987,Cabergoline (JP18/USP/INN); Cabaser (TN); Dostinex (TN),カバサール,カベルゴリン
D00988,Gonadorelin hydrochloride (USP); Factrel (TN),,ゴナドレリン塩酸塩
D00989,Leuprolide acetate (USP); Leuprorelin acetate (JP18); Lupron (TN); Lutrate (TN); Eligard (TN); Fensolvi (TN),リュープリン,リュープロレリン酢酸塩
D00990,Nafarelin acetate (USAN); Nafarelin acetate hydrate (JAN); Synarel (TN),ナサニール,ナファレリン酢酸塩水和物
D00991,Aurothioglucose (USP); Solganal (TN),,金チオグルコース
D00992,Gold sodium thiomalate (USP); Sodium aurothiomalate (JP18); Myochrysine (TN),シオゾール,金チオリンゴ酸ナトリウム
D00993,Meclofenoxate (INN),,メクロフェノキサート
D00994,Edrophonium chloride (JP18/USP/INN); Enlon (TN); Tensilon (TN),アンチレクス,エドロホニウム塩化物
D00995,Neostigmine bromide (JAN/USP/INN); Vagostigmin (TN),ワゴスチグミン,ネオスチグミン臭化物
D00996,Epinephrine hydrochloride (JAN); Adrenalin chloride (TN),,塩酸エピネフリン
D00997,Tolazoline hydrochloride (JAN/USP); Priscoline (TN),,トラゾリン塩酸塩
D00998,Neostigmine methylsulfate (JP18/USP); Bloxiverz (TN); Prostigmin (TN),ワゴスチグミン,ネオスチグミンメチル硫酸塩
D00999,Acetylcholine chloride (JP18/USP/INN); Miochol (TN),オビソート,アセチルコリン塩化物
D01000,Bethanechol chloride (JP18/USP); Urecholine (TN),ベサコリン,ベタネコール塩化物
D01001,Ambenonium chloride (JP18/INN); Mytelase (TN),マイテラーゼ,アンベノニウム塩化物
D01002,Cyclopentolate hydrochloride (JP18/USP); Cyclogyl (TN),サイプレジン,シクロペントラート塩酸塩
D01003,Hexocyclium metilsulfate (INN); Hexocyclium methyl sulfate; Tral (TN),,メチル硫酸ヘキソシクリウム
D01004,Homatropine hydrobromide (JP18/USP); Isopto homatropine (TN),,ホマトロピン臭化水素酸塩
D01005,Isopropamide iodide (JAN/USP/INN); Darbid (TN),,ヨウ化イソプロパミド
D01006,Oxyphencyclimine hydrochloride (JAN); Daricon (TN),,塩酸オキシフェンサイクリミン
D01007,Propiverine hydrochloride (JP18); Bup-4 (TN); Mictonorm (TN),バップフォー,プロピベリン塩酸塩
D01008,Apraclonidine hydrochloride (JAN/USP); Iopidine (TN),アイオピジン,アプラクロニジン塩酸塩
D01009,Doxercalciferol (USAN/INN); Hectorol (TN),,ドキセルカルシフェロール
D01010,Levothyroxine sodium (USP); Levothyroxine sodium hydrate (JP18); Levothroid (TN); Levoxyl (TN); Synthroid (TN),チラーヂン,レボチロキシンナトリウム水和物
D01011,Liothyronine sodium (JP18/USP); Cytomel (TN); Triostat (TN),チロナミン,リオチロニンナトリウム
D01012,Dried thyroid (JP18); Thyradin (TN),,乾燥甲状腺
D01013,Diatrizoate sodium (USP); Sodium amidotrizoate (INN); Urovist sodium (TN),,ジアトリゾ酸ナトリウム
D01014,Iopanoic acid (JAN/USP/INN); Telepaque (TN),,イオパノ酸
D01015,Ipodate sodium (USAN); Sodium iopodate (JAN); Oragrafin sodium (TN),,イオポダートナトリウム
D01016,Potassium iodide (JP18/USP); Thyroblock (TN),ヨウ化カリウム,ヨウ化カリウム
D01017,Dipivefrin hydrochloride (USP); Dipivefrine hydrochloride (JAN); Propine (TN),,ジピベフリン塩酸塩
D01018,Mephentermine sulfate; Wyamine sulfate (TN),,硫酸メフェンテルミン
D01019,Metaraminol bitartrate (JAN/USP); Aramine (TN),,酒石酸水素メタラミノール
D01020,Methoxamine hydrochloride (JAN); Vasoxyl (TN),,メトキサミン塩酸塩
D01021,Naphazoline nitrate (JP18); Privine (TN),プリビナ,ナファゾリン硝酸塩
D01022,Oxymetazoline hydrochloride (JAN/USP); Ocuclear (TN); Rhfade (TN),,オキシメタゾリン塩酸塩
D01023,Tetrahydrozoline hydrochloride (JAN/USP); Tyzine (TN),,塩酸テトラヒドロゾリン
D01024,Tamsulosin hydrochloride (JP18/USP); Flomax (TN); Harnal (TN),ハルナール,タムスロシン塩酸塩
D01025,Levobunolol hydrochloride (JAN/USP); Betagan (TN),,レボブノロール塩酸塩
D01026,Sotalol hydrochloride (JAN/USP); Betapace (TN); Sorine (TN),ソタコール,ソタロール塩酸塩
D01027,Hydroxocobalamin (JAN/USP/INN); AlphaRedisol (TN); Cyanokit (TN),,ヒドロキソコバラミン
D01028,Ticlopidine hydrochloride (JP18/USP); Ticlid (TN),パナルジン,チクロピジン塩酸塩
D01029,Tirofiban hydrochloride (USAN); Tirofiban hydrochloride hydrate; Aggrastat (TN),,チロフィバン塩酸塩
D01030,Saffron (JP18); Saffron (TN),サフラン,サフラン
D01031,Helenien (JAN); Xantofyl palmitate (INN); Adaptinol (TN),アダプチノール,ヘレニエン
D01032,Agar (JP18/NF); Powdered agar (JP18); Agar (TN),カンテン,カンテン
D01033,Tragacanth (JP18/NF); Powdered tragacanth (JP18); Tragacanth (TN),,トラガント
D01034,Trioxsalen (USP); Trioxysalen (JAN/INN); Trisoralen (TN),,トリオキシサレン
D01035,Cepharanthine (JAN); Cepharanthine (TN),セファランチン,セファランチン
D01036,Noscapine (JP18/USP/INN); Noscapine (TN),,ノスカピン
D01037,"1,4-Dimethyl-7-isopropylazulene (JAN); Guaiazulene; Azunol (TN)",アズノール,ジメチルイソプロピルアズレン
D01038,Hesperidin (JAN),,ヘスペリジン
D01039,Thymol (JP18/NF); Thymol (TN),チモール,チモール
D01040,Bergenin (JAN),,ベルゲニン
D01041,Sparteine (INN),,スパルテイン
D01042,Fipronil (JAN),,フィプロニル
D01043,Dimethyl sulfoxide (JAN/USP/INN); Rimso-50 (TN); Zymso (TN),ジムソ,ジメチルスルホキシド
D01044,Flupentixol (INN); Flupenthixol; Depixol (TN),,フルペンチキソール
D01045,Sodium lauryl sulfate (JP18/NF),,ラウリル硫酸ナトリウム
D01046,Gentian violet (USP); Methylrosanilinium chloride (JAN/INN); Methylrosaniline chloride; Crystal violet; Genapax (TN),,メチルロザニリン塩化物
D01047,Sulfathiazole (USP/INN),,スルファチアゾール
D01048,Panipenem (JP18/INN),,パニペネム
D01049,Nimesulide (JAN/INN),,ニメスリド
D01050,Nifuratel (USAN); Macmiror (TN),,ニフラテル
D01051,Spiperone (JAN/USAN); Spiropitan (TN),スピロピタン,スピペロン
D01052,Cefozopran (INN); SCE 2787,,セフォゾプラン
D01053,Penicillin G potassium (USP); Benzylpenicillin potassium (JP18); Pfizerpen (TN),ペニシリン,ベンジルペニシリンカリウム
D01054,Cefluprenam (JAN/INN); E 1077,,セフルプレナム
D01055,Emivirine (USAN/INN); Coactinon (TN),,エミビリン
D01056,Benzbromarone (JP18/USAN/INN); Uroleap (TN),ユリノーム,ベンズブロマロン
D01057,Biapenem (JAN/USAN/INN); Omegacin (TN),オメガシン,ビアペネム
D01058,Lenapenem hydrochloride hydrate (JAN); BO 2727,,レナペネム塩酸塩水和物
D01059,Nimustine hydrochloride (JAN); Nidran (TN),ニドラン,ニムスチン塩酸塩
D01060,Technetium Tc 99m sestamibi (USP); Technetium (99mTc) sestamibi (INN); Cardiolite (TN),,99mテクネチウム セスタミビ
D01061,Irinotecan hydrochloride (USP); Irinotecan hydrochloride hydrate (JP18); Irinotecan hydrochloride trihydrate; CPT 11; CPT-11; Campto (TN); Camptosar (TN); Onivyde (TN),イリノテカン塩酸塩,イリノテカン塩酸塩水和物
D01062,Cetylpyridinium chloride (USP); Cetylpyridinium chloride hydrate (JAN); Sprol (TN),,セチルピリジニウム塩化物水和物
D01063,Gentamicin sulfate (JP18/USP); Garamycin (TN); Gentacin (TN),ゲンタシン,ゲンタマイシン硫酸塩
D01064,Raltitrexed (JAN/USAN/INN); Tomudex (TN),,ラルチトレキセド
D01065,Ubidecarenone (JP18/INN); Adelir (TN),ノイキノン,ユビデカレノン
D01066,Polymyxin B sulfate (USP/INN); Polymixin B sulfate (JP18); Aerosporin (TN),ポリミキシンB硫酸塩,ポリミキシンB硫酸塩
D01067,Polysorbate 80 (JP18/NF/INN); Tween 80 (TN),,ポリソルベート80
D01068,Vinblastine sulfate (JP18/USP); Exal (TN); Velban (TN),エクザール,ビンブラスチン硫酸塩
D01069,Cilazapril (USAN); Cilazapril hydrate (JP18); Inhibace (TN),,シラザプリル水和物
D01070,Candoxatril (JAN/USAN/INN),,カンドキサトリル
D01071,Hexobarbital (JAN/INN),,ヘキソバルビタール
D01072,Chloramphenicol palmitate (JP18/USP); Chloromycetin palmitate (TN),,クロラムフェニコールパルミチン酸エステル
D01073,Clindamycin phosphate (JP18/USP); Cleocin (TN); Dalacin-S (TN); Evoclin (TN),クリンダマイシンリン酸エステル,クリンダマイシンリン酸エステル
D01074,Hetacillin (USAN/INN); Versapen (TN),,ヘタシリン
D01075,Cephaloridine (USAN); Cefaloridine (JAN/INN); Kefloridin (TN),,セファロリジン
D01076,Mupirocin (USP/INN); Bactroban (TN); Centany (TN),,ムピロシン
D01077,Methylatropine nitrate (USAN); Atropine methonitrate (JAN/INN); Ekomine (TN),,硝酸メチルアトロピン
D01078,Telithromycin (JAN/USAN/INN); Ketek (TN),,テリスロマイシン
D01079,Tigecycline (JAN/USP); Tygacil (TN),タイガシル,チゲサイクリン
D01080,Daptomycin (JAN/USAN/INN); Cubicin (TN),キュビシン,ダプトマイシン
D01081,Zinc sulfate hydrate (JP18); Zinc sulfate heptahydrate; Ophthazinc T (TN),,硫酸亜鉛水和物
D01082,Calcium pantothenate (JP18/USP/INN); Calpan (TN),,パントテン酸カルシウム
D01083,Calcium hydroxide (JP18/USP); Calkyl (TN),,水酸化カルシウム
D01084,Talc (JP18/USP); Sclerosol (TN),タルク,タルク
D01085,Saccharin (JP18/NF); Sweeta (TN),,サッカリン
D01086,Ethyl vanillin (NF),,エチルバニリン
D01087,Methyl salicylate (JP18/NF); Methyl salicylate (TN),サリチル酸メチル,サリチル酸メチル
D01088,Pemirolast potassium (JP18/USAN); Alamast (TN); Alegysal (TN); Pemilaston (TN),アレギサール,ペミロラストカリウム
D01089,Boric acid (JP18/NF); Boric acid (TN),ホウ酸,ホウ酸
D01090,Pamicogrel (JAN/INN),,パミコグレル
D01091,Sodium thiosulfate (USP); Sodium thiosulfate hydrate (JP18); Detoxol (TN); Pedmark (TN); Sulfactol (TN); Pedmarqsi (TN),デトキソール,チオ硫酸ナトリウム水和物
D01092,Lanoconazole (JP18/INN); Latoconazole; Astat (TN),アスタット,ラノコナゾール
D01093,Butenafine hydrochloride (JP18/USAN); Mentax (TN); Volley (TN),ボレー,ブテナフィン塩酸塩
D01094,Pyrrolnitrin (JP18/USAN/INN),,ピロールニトリン
D01095,Tribenoside (JAN/USAN/INN); Hemocuron (TN),ヘモクロン,トリベノシド
D01096,Hydroxyzine pamoate (JP18/USP); Atarax-P (TN); Vistaril pamoate (TN),アタラックス,ヒドロキシジンパモ酸塩
D01097,Lazabemide hydrochloride (JAN/USAN); Tempium (TN),,ラザベミド塩酸塩
D01098,Maxacalcitol (JAN/USAN/INN); Oxarol (TN); Prezios (TN),オキサロール,マキサカルシトール
D01099,Iocarmic acid (JAN/USAN/INN),,イオカルム酸
D01100,Pirenoxine (JP18/INN); Catalin-K (TN),カタリン,ピレノキシン
D01101,Bromperidol (JAN/USAN/INN); Impromen (TN),,ブロムペリドール
D01102,Esonarimod (JAN/INN),,エソナリモド
D01103,Trospium chloride (JAN/USP/INN); Spasmex (TN); Spasmoplex (TN),,トロスピウム塩化物
D01104,Barnidipine hydrochloride (JAN); Hypoca (TN),ヒポカ,バルニジピン塩酸塩
D01105,Moperone hydrochloride (JAN); Luvatren (TN),,モペロン塩酸塩
D01106,Eprazinone hydrochloride (JAN); Resplen (TN),レスプレン,エプラジノン塩酸塩
D01107,Milnacipran hydrochloride (JAN/USAN); Savella (TN); Toledomin (TN),トレドミン,ミルナシプラン塩酸塩
D01108,Magnesium sulfate (USP); Magnesium sulfate hydrate (JP18); Magnesium sulfate heptahydrate; Conclyte-Mg (TN),硫酸Mg,硫酸マグネシウム水和物
D01109,Exametazime (JAN/USAN/INN),,エキサメタジム
D01110,Melitracen hydrochloride (JAN/USAN),,塩酸メリトラセン
D01111,Nateglinide (JP18/USP/INN); Starsis (TN),スターシス,ナテグリニド
D01112,Adapalene (JAN/USP/INN); Differin (TN),ディフェリン,アダパレン
D01113,Loxiglumide (JAN/INN),,ロキシグルミド
D01114,Ethylenediamine (USP/JP18),,エチレンジアミン
D01115,Eplerenone (JP18/USAN/INN); Inspra (TN),セララ,エプレレノン
D01116,Bucetin (JAN/INN),,ブセチン
D01117,Mizolastine (JAN/INN); Mizollen (TN),,ミゾラスチン
D01118,Profenamine hydrochloride (JAN); Ethopropazine hydrochloride; Parkin (TN); Parsidol (TN),,プロフェナミン塩酸塩
D01119,Temocapril hydrochloride (JP18/USAN); Acecol (TN),エースコール,テモカプリル塩酸塩
D01120,Glutaral (JAN/USP/INN); Sonacide (TN); Sterihyde L (TN),クリンハイド,グルタラール
D01121,Rebamipide (JP18/INN); Mucosta (TN),ムコスタ,レバミピド
D01122,Ibuprofen piconol (JP18/USAN); Staderm (TN),スタデルム,イブプロフェンピコノール
D01123,Seratrodast (JAN/USAN/INN); Bronica (TN),,セラトロダスト
D01124,Zinc undecylenate (JAN/USP); Zinc undecylenate (TN),,ウンデシレン酸亜鉛
D01125,Calcipotriene (USP); Calcipotriol (JAN); Dovonex (TN),ドボネックス,カルシポトリオール
D01126,Arginine hydrochloride (USP); L-Arginine hydrochloride (JP18); R-gene (TN),アルギU,L-アルギニン塩酸塩
D01127,Sulfatolamide (JAN/INN),,スルファトラミド
D01128,Ramatroban (JAN/INN); Baynas (TN),,ラマトロバン
D01129,Doramectin (JAN/USAN/INN),,ドラメクチン
D01130,Thiethylperazine maleate (JAN/USP); Norzine (TN),,マレイン酸チエチルペラジン
D01131,Lafutidine (JP18/INN); Protecadin (TN),プロテカジン,ラフチジン
D01132,Tazarotene (JAN/USAN/INN); Avage (TN); Fabior (TN); Tazorac (TN),,タザロテン
D01133,Pimobendan (JAN/USAN/INN); Acardi (TN),,ピモベンダン
D01134,Epristeride (JAN/USAN/INN),,エプリステリド
D01135,Efloxate (JAN/INN),,エフロキサート
